article_id,article_url,article_title,image_number,reference,id,note
LO10015953:2013_5:8,,Arcangela Tarabotti: una famiglia non detta e un segreto indicibile in famiglia,119,"ASVE, N, Testamenti non pubblicati, Notaio Giovan Antonio Mora, bb. 627-639,
pacco «1674», 10 settembre 1674, cc. 1-2r-v",IT:ASVe:3525.002.,
LO10015953:2013_5:8,,Arcangela Tarabotti: una famiglia non detta e un segreto indicibile in famiglia,119,"ASVE, Giudici di Petition, Inventari, b. 360, n. 105,4 gennaio 1648, cc.
1 -Gr-v",IT:ASVe:0840.080.,
LO10015953:2013_5:8,,Arcangela Tarabotti: una famiglia non detta e un segreto indicibile in famiglia,119,"ASVE, N, T, Notaio Andrea Calzavara, b. 260, n. 897, 3 maggio 1673, cc. 1-5 r-v",IT:ASVe:3525.001.,
LO10015953:2013_5:8,,Arcangela Tarabotti: una famiglia non detta e un segreto indicibile in famiglia,119,"ASVE, N, T, Notaio Agostino Cavertino, bb. 242-243, n.
110, 12 giugno 1673, cc. 1 -4r-v",IT:ASVe:3525.001.,
LO10015953:2013_5:8,,Arcangela Tarabotti: una famiglia non detta e un segreto indicibile in famiglia,119,"ASVE, N, T, Notaio Girolamo Marcello,
b. 611, n. 43, 3 gennaio 1687, cc. \-Gr~v",IT:ASVe:3525.001.,
LO10015953:2013_5:8,,Arcangela Tarabotti: una famiglia non detta e un segreto indicibile in famiglia,119,"ASVE,
Marco Barbaro, Arbori de’patrizi veneti, Mise. Codici, serie I, Storia Veneta, n. I, 1, cc. 53-
88",IT:ASVe:4966.001.,
LO10015953:2013_5:8,,Arcangela Tarabotti: una famiglia non detta e un segreto indicibile in famiglia,121,"ASVE, N, T, Notaio Agostino Cavertino, b. 242, n. 143, 23 marzo 1651, cc.
\-4r-v",IT:ASVe:3525.001.,
LO10015953:2013_5:8,,Arcangela Tarabotti: una famiglia non detta e un segreto indicibile in famiglia,122,"ASVE, Savi alle Decime, b. 237, condizione n.
356, 22 agosto 1661",IT:ASVe:0445.010.001.001.,
LO10015953:2013_5:8,,Arcangela Tarabotti: una famiglia non detta e un segreto indicibile in famiglia,122,"ASVE, N, Testamenti non pubblicati, Notaio Gaspare Acerbi, bb. 1145-1147,
n. 17, Io settembre 1650, cc. 1-5 r-v",IT:ASVe:3525.002.,
LO10015953:2013_5:8,,Arcangela Tarabotti: una famiglia non detta e un segreto indicibile in famiglia,122,"ASVE, N, T, Notaio Claudio Paulini, b. 798, n.
190, Io marzo 1658, in part, codicillo Io marzo 1660, cc. 1-8r-v",IT:ASVe:3525.001.,
LO10015953:2013_5:8,,Arcangela Tarabotti: una famiglia non detta e un segreto indicibile in famiglia,122,"ASVE, N, T, Notaio Claudio Paulini, b. 798, n.
190, Io marzo 1658, in part, codicillo Io marzo 1660, cc. 1-8r-v",IT:ASVe:3525.001.,
LO10015953:2013_5:8,,Arcangela Tarabotti: una famiglia non detta e un segreto indicibile in famiglia,122,"ASVE, N,T, Notaio Claudio Paulini, b.
799, n. 306, 6 giugno 16576, cc. l-5r-v",IT:ASVe:3525.001.,
LO10015953:2013_5:8,,Arcangela Tarabotti: una famiglia non detta e un segreto indicibile in famiglia,122,"ASVE, N,T, Notaio Claudio Paulini, b.
799, n. 306, 6 giugno 16576, cc. l-5r-v",IT:ASVe:3525.001.,
LO10015953:2013_5:8,,Arcangela Tarabotti: una famiglia non detta e un segreto indicibile in famiglia,122,"ASVE, N, T, Notaio Paulini, b. 798, n. 190, codicillo Io marzo 1660, c.6 r-v",IT:ASVe:3525.001.,
LO10015953:2013_5:8,,Arcangela Tarabotti: una famiglia non detta e un segreto indicibile in famiglia,123,"ASVE, Giudici di Petition, Inventari, b. 380/45 n. 29, cc. 1-87r-v",IT:ASVe:0840.080.,
LO10015953:2013_5:8,,Arcangela Tarabotti: una famiglia non detta e un segreto indicibile in famiglia,123,"ASVE, Corp. Rei. Soppresse, S. Anna, b. 9, c.n.n. ",IT:ASVe:3056.,
LO10015953:2013_5:8,,Arcangela Tarabotti: una famiglia non detta e un segreto indicibile in famiglia,124,"ASVE, Avogaria di Común, 386/26, n. 15> cc. 1-35r-v",IT:ASVe:0325.,
LO10015953:2013_5:8,,Arcangela Tarabotti: una famiglia non detta e un segreto indicibile in famiglia,124,"ASVE, N, A, Notaio Gian Andrea Catti, b. 3370 (Protocolli), cc. 115f-l 16r",IT:ASVe:3510.,
LO10015953:2013_5:8,,Arcangela Tarabotti: una famiglia non detta e un segreto indicibile in famiglia,124,"ASVE, N, T, Notaio Mora, bb. 627-639, 1674, c. \ v.",IT:ASVe:3525.001.,
LO10015953:2013_5:8,,Arcangela Tarabotti: una famiglia non detta e un segreto indicibile in famiglia,125,"ASVE, N, A, Notaio Cavertino, b. 2881, cc. 1-3 r-v penna, 3 marzo 1650",IT:ASVe:3510.,
LO10015953:2013_5:8,,Arcangela Tarabotti: una famiglia non detta e un segreto indicibile in famiglia,125,"SVE, N ,T, Notaio Calzavara, b. 257, n. 185, 11 ottobre 1644, cc. 1 r-v",IT:ASVe:3525.001.,
LO10015953:2013_5:8,,Arcangela Tarabotti: una famiglia non detta e un segreto indicibile in famiglia,126,"ASVE, N, T, Notaio Lorenzo Marcellini, b. 620, n. 233, cc. 1 -6r-v,",IT:ASVe:3525.001.,
LO10015953:2013_5:8,,Arcangela Tarabotti: una famiglia non detta e un segreto indicibile in famiglia,126,"ASVE, Provveditori alla Sanità, Necrologi, b. 874 (1648), c.n.n. ma 19 febbraio 1649",IT:ASVe:0720.072.,
LO10015953:2013_5:8,,Arcangela Tarabotti: una famiglia non detta e un segreto indicibile in famiglia,127,"ASVE, Provveditori alla Sanità, Necrologi",IT:ASVe:0720.072.,
LO10015953:2013_5:8,,Arcangela Tarabotti: una famiglia non detta e un segreto indicibile in famiglia,127,"ASVE, Corp. rei. soppr., Sant’Anna, b. 17, fascicolo «N. 17",IT:ASVe:3056.,
LO10015953:2013_5:8,,Arcangela Tarabotti: una famiglia non detta e un segreto indicibile in famiglia,127,"ASVE, Giudici di Petizion, Terminazioni, b. 165, c. 8Tv, s.d. ma febbraio 1660
[m.v. ossia 1661]",IT:ASVe:0840.030.,
LO10015953:2013_5:8,,Arcangela Tarabotti: una famiglia non detta e un segreto indicibile in famiglia,128,"ASVE, N, A, Notaio Mora, b. 8637, cc. 67-68r-v, 21 settembre 1673",IT:ASVe:3510.,
LO10015953:2013_5:8,,Arcangela Tarabotti: una famiglia non detta e un segreto indicibile in famiglia,129,"ASVE, N, T, Notaio Mora, b. 627, n. 131, testamento olografo di Caterina Tarabotti, 20 dicembre 1690, cc. l-4r-v.",IT:ASVe:3525.001.,
LO10015953:2013_5:8,,Arcangela Tarabotti: una famiglia non detta e un segreto indicibile in famiglia,129,"ASVE, N, T, Notaio Calzavara, b. 260, n. 897.",IT:ASVe:3525.001.,
LO10015953:2013_5:8,,Arcangela Tarabotti: una famiglia non detta e un segreto indicibile in famiglia,129,"ASVE, Quattro Ministeriali, Stride e chiamori, b. 360, c. 9r, 23 giugno 1688",IT:ASVe:0855. ,
LO10015953:2013_5:8,,Arcangela Tarabotti: una famiglia non detta e un segreto indicibile in famiglia,130,"ASVE, N, A, Notaio Brambilla, b. 1196, c. 123v.",IT:ASVe:3510.,
LO10015953:2013_5:8,,Arcangela Tarabotti: una famiglia non detta e un segreto indicibile in famiglia,130,"ASVE, N, T, Notaio Mora, bb. 627-639, c. Iv.",IT:ASVe:3525.001.,
LO10015953:2013_5:8,,Arcangela Tarabotti: una famiglia non detta e un segreto indicibile in famiglia,130,"ASVE, Provveditori alla Sanità, Necrologi, b. 898 (1692), c.n.n.",IT:ASVe:0720.072.,
LO10015953:2013_5:8,,Arcangela Tarabotti: una famiglia non detta e un segreto indicibile in famiglia,131,"ASVE, N, T, Notaio Mora, b. 627, n. 131, c. \ v.",IT:ASVe:3525.001.,
LO10015953:2013_5:8,,Arcangela Tarabotti: una famiglia non detta e un segreto indicibile in famiglia,132,"ASVE, N, T, Notaio Giuliano Ziliol, b. 1242, n. 170, cc. 1-10r-v",IT:ASVe:3525.001.,
LO10015953:2013_5:8,,Arcangela Tarabotti: una famiglia non detta e un segreto indicibile in famiglia,134,"ASVE, Avogaria di Común, b. 386/26, n. 15, cc. 6 e lOr",IT:ASVe:0325.,
LO10015953:2013_5:8,,Arcangela Tarabotti: una famiglia non detta e un segreto indicibile in famiglia,135,"AS VE, N, T, Notaio Canal, bb. 209-211, c. Ir.",IT:ASVe:3525.001.,
LO10015953:2013_5:8,,Arcangela Tarabotti: una famiglia non detta e un segreto indicibile in famiglia,135,"ASVE, N, A, Notaio Giovanni Figolin, b. 5616, cc. 114r-l Y}v, 1° marzo 1572",IT:ASVe:3510.,
LO10015953:2013_5:8,,Arcangela Tarabotti: una famiglia non detta e un segreto indicibile in famiglia,135,"ASVE, N, A, Notaio Catti, b. 3370, c. 42v.",IT:ASVe:3510.,
LO10015953:2013_5:8,,Arcangela Tarabotti: una famiglia non detta e un segreto indicibile in famiglia,136,"ASVE, N, T, Notaio Brinis, b. 157, n. 579, 18 settembre 1582, c. 1 r-v.",IT:ASVe:3525.001.,
LO10015953:2013_5:8,,Arcangela Tarabotti: una famiglia non detta e un segreto indicibile in famiglia,137,"ASVE, Giudici dell’Esaminador, Esami e testamenti rilevati per breviario, b. 76, n. 23, 1614, 4 giugno",IT:ASVe:0835.065.,
LO10015953:2013_5:8,,Arcangela Tarabotti: una famiglia non detta e un segreto indicibile in famiglia,137,"ASVE, N, T, Notaio Mora, bb. 627-639, c. Ir",IT:ASVe:3525.001.,
LO10015953:2013_5:8,,Arcangela Tarabotti: una famiglia non detta e un segreto indicibile in famiglia,137,"ASVE, N, A, Notaio Figolin, b. 5616, cc.ll4r-l 17v",IT:ASVe:3510.,
LO10015953:2013_5:8,,Arcangela Tarabotti: una famiglia non detta e un segreto indicibile in famiglia,138,"ASVE, N, A, Notaio Figolin, b. 5616, c. 117r.",IT:ASVe:3510.,
LO10015953:2013_5:8,,Arcangela Tarabotti: una famiglia non detta e un segreto indicibile in famiglia,139,"ASVE, N, T, Notaio Canal, bb. 209-211, n. 467.",IT:ASVe:3525.001.,
LO10015953:2013_5:8,,Arcangela Tarabotti: una famiglia non detta e un segreto indicibile in famiglia,139,"ASVE, N, A, Notaio Giovanni Crivelli, b. 2638, c.n.n.",IT:ASVe:3510.,
LO10015953:2013_5:8,,Arcangela Tarabotti: una famiglia non detta e un segreto indicibile in famiglia,139,"ASVE, N, A, Notaio Calzavara, b. 2949, cc. 315-319r-v, 11 settembre 1648",IT:ASVe:3510.,
LO10015953:2013_5:8,,Arcangela Tarabotti: una famiglia non detta e un segreto indicibile in famiglia,139,"ASVE, N, T, Notaio Calzavara, b. 257, η. 185, c. 1 r",IT:ASVe:3525.001.,
LO10015953:2013_5:8,,Arcangela Tarabotti: una famiglia non detta e un segreto indicibile in famiglia,140,"ASVE, Giudici di Petition, Inventari, b. 380/45, n. 39, cc. 54v, 55r",IT:ASVe:0840.080.,
LO10015953:2013_5:8,,Arcangela Tarabotti: una famiglia non detta e un segreto indicibile in famiglia,142,"ASVE, Cinque Savi alla Mercanzia, n.s., b. 62, fascicolo 165, cc. 1-18r-v",IT:ASVe:0785. ,
LO10015953:2013_5:8,,Arcangela Tarabotti: una famiglia non detta e un segreto indicibile in famiglia,142,"ASVE, Segretario alle voci, pregadi, registro 13, c.20",IT:ASVe:0320.008.,
LO10015953:2013_5:8,,Arcangela Tarabotti: una famiglia non detta e un segreto indicibile in famiglia,143,"ASVE, Avogaria di Común, Cittadinanze originarie, b. 368, fascicolo «Giulio
et Paulo Paradiso», cc. 1-28r-v.",IT:ASVe:0325.027.001.,
LO10015953:2013_5:8,,Arcangela Tarabotti: una famiglia non detta e un segreto indicibile in famiglia,144,"ASVE, N, T, Notaio Carlo Bianco, b. 80, n. 734, testamenti di Marco Paradi-
so redatti 12 ottobre 1536 e 12 marzo 1540, cc.1-4 r-v",IT:ASVe:3525.001.,
LO10015953:2013_5:8,,Arcangela Tarabotti: una famiglia non detta e un segreto indicibile in famiglia,144," ASVE, N, T, Notaio Gasparo Acerbi (ma rogato anch’esso all’epoca dal notaio Carlo Bianco e passato nel 1652 fra le carte dello stesso), b. 1145, n. 148, cc. 1-4r-v, 17 marzo 1566, testamento di Francesco del q. Marco Paradiso.",IT:ASVe:3525.001.,
LO10015953:2013_5:8,,Arcangela Tarabotti: una famiglia non detta e un segreto indicibile in famiglia,144,"ASVE, Avogaria di Común, b. 368, cc. 8r, 9r, llr.",IT:ASVe:0325.,
LO10016101:1990_19:2,http://lbc.archives.world/document/LO10016101/1990_19/31,"The Leaders of the Venetian State, 1540-1609: a prosopographical Analysis",42,"A.S.V., Maggior Consiglio, Deliberazioni,reg. (registro) 30 (Angelus), fi.67 r-v., 26 November 1570.",IT:ASVe:0010.001.,
LO10016101:1990_19:2,,"The Leaders of the Venetian State, 1540-1609: a prosopographical Analysis",43,"A.S.V., Segretario alle Voci, Serie Mista,reg. 12 (ex 15), f. 10 r.",IT:ASVe:0320.001.,
LO10016101:1990_19:2,,"The Leaders of the Venetian State, 1540-1609: a prosopographical Analysis",44,"A.S.V., Segretario alle Voci, Elezioni dei Pregadi,reg. 3 (1559-1567)",IT:ASVe:0320.008.,
LO10016101:1990_19:2,,"The Leaders of the Venetian State, 1540-1609: a prosopographical Analysis",46,"A.S.V., Maggior Consiglio, Deliberazioni,reg. 28 (Rocca),1552-1565, ff. 90 v - 91 r, January 8, 1559 m.v. ",IT:ASVe:0010.001.,
LO10016101:1990_19:2,,"The Leaders of the Venetian State, 1540-1609: a prosopographical Analysis",46,"A.S.V., Maggior Consiglio, Deliberazioni,reg. 30 (Angelus),ff. 142 v- 143 r, 24 March
1575",IT:ASVe:0010.001.,
LO10016101:1990_19:2,,"The Leaders of the Venetian State, 1540-1609: a prosopographical Analysis",46,"A.S.V., Maggior Consiglio, Deliberazioni,reg. 30 (Angelus), 1566-1577, ff. 41 v (22 August 1568), 64 v - 65 r (27 August 1570), 67 r (30 November 1570), 91 r(3 February 1571 m.v.), 104 v (14 December 1572), 121 v (3 January 1573 m.v.).",IT:ASVe:0010.001.,
LO10016101:1990_19:2,,"The Leaders of the Venetian State, 1540-1609: a prosopographical Analysis",47,"A.S.V., Maggior Consiglio, Deliberazioni,reg. 30 (Angelus),1566-1577, f. 102 v, 18 October 1572.",IT:ASVe:0010.001.,
LO10016101:2013_67:2,http://lbc.archives.world/document/LO10016101/2013_67/30,"Venice, Genoa and the fights over the island of Tenedos (late fourteenth and early fifteenth century)",35,"asve: Libri Commemoriali,lib. hi, ff. 56-57",IT:ASVe:4930.,
LO10016101:2013_67:2,,"Venice, Genoa and the fights over the island of Tenedos (late fourteenth and early fifteenth century)",36,"Asve: Senato-Misti, Secreta,reg. 37, f. nr.",IT:ASVe:0040.005.015.002.,
LO10016101:2013_67:2,,"Venice, Genoa and the fights over the island of Tenedos (late fourteenth and early fifteenth century)",36,"Asve: Senato-Misti, Secreta,reg. 37, ff. 3ir-33r, 14 Nov. 1381",IT:ASVe:0040.005.015.002.,
LO10016101:2013_67:2,,"Venice, Genoa and the fights over the island of Tenedos (late fourteenth and early fifteenth century)",45,"Asve : Senato-Misti, Secreta,reg. 44, ff. i07r-io8r, 19 June 1399",IT:ASVe:0040.005.015.002.,
LO10016101:2013_67:2,,"Venice, Genoa and the fights over the island of Tenedos (late fourteenth and early fifteenth century)",46,"Asve: Duca di Candía,b. 1,14, f. 2v, 20 Sept. 1431",IT:ASVe:0990.,
LO10016101:2013_67:2,,"Venice, Genoa and the fights over the island of Tenedos (late fourteenth and early fifteenth century)",47,"Asve: Senato-Misti, Secreta,reg. 38, f. 144V, 8 July 1384",IT:ASVe:0040.005.015.002.,
LO10016101:2013_67:2,,"Venice, Genoa and the fights over the island of Tenedos (late fourteenth and early fifteenth century)",61,"as ve: Senato-Misti, Secreta,reg. 37, f. 71 r,8 Apr. 1382.",IT:ASVe:0040.005.015.002.,
LO10016101:2013_67:2,,"Venice, Genoa and the fights over the island of Tenedos (late fourteenth and early fifteenth century)",62,"Asve : Senato-Misti, Secreta,reg. 37, f. 68,10 Apr. 1382.",IT:ASVe:0040.005.015.002.,
LO10016101:2013_67:2,,"Venice, Genoa and the fights over the island of Tenedos (late fourteenth and early fifteenth century)",62,"as ve: Senato-Misti, Secreta,reg. 37, f. 37r, 8 Apr. 1382",IT:ASVe:0040.005.015.002.,
LO10016101:2013_67:2,,"Venice, Genoa and the fights over the island of Tenedos (late fourteenth and early fifteenth century)",62,"Asve : Senato-Misti, Secreta,reg. 37, f. 64t, 24 Mar. 1382.",IT:ASVe:0040.005.015.002.,
LO10016101:2013_67:2,,"Venice, Genoa and the fights over the island of Tenedos (late fourteenth and early fifteenth century)",64,"ASve : Senato-Misti, Secreta,reg. 37, f. 37V, 2 May 1382.",IT:ASVe:0040.005.015.002.,
LO10016101:2013_67:2,,"Venice, Genoa and the fights over the island of Tenedos (late fourteenth and early fifteenth century)",67,"Asve: Senato-Misti, Secreta,reg. 37, f. 95V, 9 July 1382.",IT:ASVe:0040.005.015.002.,
LO10016101:2013_67:2,,"Venice, Genoa and the fights over the island of Tenedos (late fourteenth and early fifteenth century)",68,"Asve: Senato-Misti, Secreta,reg. 37, ff. i-4r-i05r.",IT:ASVe:0040.005.015.002.,
LO10016101:2013_67:2,,"Venice, Genoa and the fights over the island of Tenedos (late fourteenth and early fifteenth century)",69,"Asve: Senato-Misti, Secreta,f. 130V, 20 Febr. 1382",IT:ASVe:0040.005.015.002.,
LO10016101:2013_67:2,,"Venice, Genoa and the fights over the island of Tenedos (late fourteenth and early fifteenth century)",75,"as ve : Senato-Misti, Secreta,reg. 38, f. 1131,14 Apr. 1384",IT:ASVe:0040.005.005.,
LO10016101:2013_67:2,,"Venice, Genoa and the fights over the island of Tenedos (late fourteenth and early fifteenth century)",75,"Asve: Senato-Misti, Secreta,reg. 38, f. i3or, 22 May 1384",IT:ASVe:0040.005.005.,
LO10016101:2013_67:2,,"Venice, Genoa and the fights over the island of Tenedos (late fourteenth and early fifteenth century)",76,"Asve: Senato-Misti, Secreta,reg. 38, f. 107t, 16 Mar. 1384.",IT:ASVe:0040.005.005.,
LO10016101:2013_67:2,,"Venice, Genoa and the fights over the island of Tenedos (late fourteenth and early fifteenth century)",81,"ASve: Duca di Candía Lettere Ricevute,b. 1, no. 6, ff. 27v-28r, 28 Nov. 1415",IT:ASVe:0990.,
LO10015953:1995_144:1,http://lbc.archives.world/document/LO10015953/1995_144/6,"Love, Honour and the Avogaria di Comun in early modern Venice",6,"Avogaria di Común (AdC) in the Archivio Di Stato Di Venezia (ASV), Buste 201-360.",IT:ASVe:0325.025.002.,
LO10015953:1995_144:1,,"Love, Honour and the Avogaria di Comun in early modern Venice",7,"ASV, AdC, Mise, araldica 186",IT:ASVe:0325.023.,
LO10015953:1995_144:1,,"Love, Honour and the Avogaria di Comun in early modern Venice",7,"ASV AdC 187,1",IT:ASVe:0325.,
LO10015953:1995_144:1,,"Love, Honour and the Avogaria di Comun in early modern Venice",7,ASV AdC 108,IT:ASVe:0325.013.005.,
LO10015953:1995_144:1,,"Love, Honour and the Avogaria di Comun in early modern Venice",8,"ASV, Comp Leggi 186",IT:ASVe:0345.,
LO10015953:1995_144:1,,"Love, Honour and the Avogaria di Comun in early modern Venice",8,ASV AdC 108,IT:ASVe:0325.,
LO10015953:1995_144:1,,"Love, Honour and the Avogaria di Comun in early modern Venice",9,"ASV, AdC 208",IT:ASVe:0325.,
LO10015953:1995_144:1,,"Love, Honour and the Avogaria di Comun in early modern Venice",10,"ASV, AdC 212, 83",IT:ASVe:0325.,
LO10015953:1995_144:1,,"Love, Honour and the Avogaria di Comun in early modern Venice",11,"ASV AdC 212,83.",IT:ASVe:0325.,
LO10015953:1995_144:1,,"Love, Honour and the Avogaria di Comun in early modern Venice",14,"ASV, AdC212,83.",IT:ASVe:0325.,
LO10015953:1995_144:1,,"Love, Honour and the Avogaria di Comun in early modern Venice",19,ASV. AdC 208.,IT:ASVe:0325.,
LO10015953:1995_144:1,,"Love, Honour and the Avogaria di Comun in early modern Venice",19,"ASV, AdC 290",IT:ASVe:0325.,
LO10016101:2013_67:5,http://lbc.archives.world/document/LO10016101/2013_67/118,«...to live under the protection of your serenity»: immigration and identity in early modern Venice,121,"Asve: Collegio, Risposte di dentro,fz. 5, ff. 86r-86v, 25 Sept. 1572",IT:ASVe:0030.080.001.,Fabio:IT:ASVe:0030.010.
LO10016101:2013_67:5,,«...to live under the protection of your serenity»: immigration and identity in early modern Venice,125,"Asve: Collegio, Risposte di dentro,fz. 4, f. 126, 29 Mar. 1571",IT:ASVe:0030.080.001.,Fabio:IT:ASVe:0030.010.
LO10016101:2013_67:5,,«...to live under the protection of your serenity»: immigration and identity in early modern Venice,127,"ASve: Collegio, Risposte di dentro,fz. 3, f. 2577·, 19 Dee. 1568:",IT:ASVe:0030.080.001.,Fabio:IT:ASVe:0030.010.
LO10016101:2013_67:5,,«...to live under the protection of your serenity»: immigration and identity in early modern Venice,135,"Asve: Collegio, Risposte di dentro, fz.7, f. 247, 25 Jan. 1583",IT:ASVe:0030.080.001.,Fabio:IT:ASVe:0030.010.
LO10016101:2013_67:5,,«...to live under the protection of your serenity»: immigration and identity in early modern Venice,139,"as ve: Settato, Mar,reg. 21, f. iö4r-v, 15 Dec. 1529",IT:ASVe:0040.005.025.002.,
LO10016101:2013_67:5,,«...to live under the protection of your serenity»: immigration and identity in early modern Venice,140,"asve: Senato, Mar,reg. 29, f.139V",IT:ASVe:0040.005.025.002.,
LO10016101:2013_67:5,,«...to live under the protection of your serenity»: immigration and identity in early modern Venice,142,"Asve: Senato, Mar,reg. 40, f. sr, 10 Mar. 1571",IT:ASVe:0040.005.025.002.,
LO10016101:2013_67:5,,«...to live under the protection of your serenity»: immigration and identity in early modern Venice,142,"Asve : Collegio, Risposte di dentro,fz. 5, f. 200,29 Sept. 1573",IT:ASVe:0030.080.001.,Fabio:IT:ASVe:0030.010.
LO10016101:2013_67:5,,«...to live under the protection of your serenity»: immigration and identity in early modern Venice,144,"ASve: Senato, Privilegi,reg. ih, f. i8r-v, 10 Dee. 1573.",IT:ASVe:0040.005.165.,
LO10016101:2013_67:5,,«...to live under the protection of your serenity»: immigration and identity in early modern Venice,145,"Asve: Senato, Privilegi,reg. in, f. 11,15 Jan. 1571)",IT:ASVe:0040.005.165.,
LO10016101:2013_67:5,,«...to live under the protection of your serenity»: immigration and identity in early modern Venice,148," Asve: Collegia, Risposte di dentrofz. 1, f. 28, 7 Febr. 1563 (Argitti)",IT:ASVe:0030.080.001.,Fabio:IT:ASVe:0030.010.
LO10016101:2013_67:5,,«...to live under the protection of your serenity»: immigration and identity in early modern Venice,149,"Asve: Collegio, Risposte di dentro,fz. 6, f. 263, 2 Jan. 1577",IT:ASVe:0030.080.001.,Fabio:IT:ASVe:0030.010.
LO10016101:2013_67:5,,«...to live under the protection of your serenity»: immigration and identity in early modern Venice,150,"Asve : Notarile, Testamenti,Agostino Pellestrina, b. 768,199,24 Apr. 1544",IT:ASVe:3525.001.,
LO10016101:2013_67:11,http://lbc.archives.world/document/LO10016101/2013_67/262,Fin dentro il paese turchesco: stabilimento dellascala di Spalato e potenziamento delle reti mercantili e diplomatiche veneziane nell’entroterra bosniaco,264,"Archivio di Stato di Venezia [d’ora in poi ASve]: Cinque Savi alla Mercanzia,1 s., b. 162, parte prima (28 ott. 1577).",IT:ASVe:0785.001.,
LO10016101:2013_67:11,,Fin dentro il paese turchesco: stabilimento dellascala di Spalato e potenziamento delle reti mercantili e diplomatiche veneziane nell’entroterra bosniaco,267,"Asve: Cinque Savi alla Mercanzia, is., b. 162,27 set. 1588",IT:ASVe:0785.001.,
LO10016101:2013_67:11,,Fin dentro il paese turchesco: stabilimento dellascala di Spalato e potenziamento delle reti mercantili e diplomatiche veneziane nell’entroterra bosniaco,267,"Asve: Collegio Relazioni,b. 72,31 lug. 1586.",IT:ASVe:0030.075.,
LO10016101:2013_67:11,,Fin dentro il paese turchesco: stabilimento dellascala di Spalato e potenziamento delle reti mercantili e diplomatiche veneziane nell’entroterra bosniaco,268,"Asve: Collegio Relazioni,b. 72,3 feb. 1588 m.v.",IT:ASVe:0030.075.,
LO10016101:2013_67:11,,Fin dentro il paese turchesco: stabilimento dellascala di Spalato e potenziamento delle reti mercantili e diplomatiche veneziane nell’entroterra bosniaco,269,"Asve: Bailo a Costantinopoli, Carte Turche,b. 250, doc. 6,14/N/1013,3 feb. 1605. ",IT:ASVe:1030.004.,
LO10016101:2013_67:11,,Fin dentro il paese turchesco: stabilimento dellascala di Spalato e potenziamento delle reti mercantili e diplomatiche veneziane nell’entroterra bosniaco,270,"Asve: Cinque Savi alla Mercanzia,1 s., b. 162,16 giu. 1589.",IT:ASVe:0785.001.,
